1.5 	102.5641026
2.0 	108.1081081
2.5 	110.4972376
3.0 	112.3595506
3.5 	119.760479 
4.0 	125        
4.5 	121.9512195
5.0 	124.2236025
5.5 	127.388535 
6.0 	130.3780965
6.5 	145.9854015
7.0 	161.2903226
7.5 	168.0672269
8.0 	173.9130435
8.5 	156.25     
9.0 	145.9854015
9.5 	150.3759398
10.0 	145.9854015
10.5 	144.9275362
11.0 	142.8571429
11.5 	139.8601399
12.0 	144.9275362
12.5 	151.5151515
13.0 	152.6717557
13.5 	157.480315 
14.0 	152.6717557
14.5 	161.2903226
15.0 	157.480315 
15.5 	163.9344262
16.0 	175.4385965
16.5 	169.4915254
17.0 	172.4137931
17.5 	175.4385965
18.0 	175.4385965
18.5 	178.5714286
19.0 	173.9130435
19.5 	178.5714286
20.0 	173.9130435
20.5 	172.4137931
21.0 	183.4862385
21.5 	176.9911504
22.0 	186.9158879
22.5 	200        
23.0 	212.7659574
23.5 	226.7573696
24.0 	227.2727273
24.5 	212.7659574
25.0 	222.2222222
25.5 	238.0952381
26.0 	222.2222222
26.5 	221.72949  
27.0 	211.4164905
27.5 	221.72949  
28.0 	215.0537634
28.5 	219.7802198
29.0 	208.3333333
29.5 	218.3406114
30.0 	232.5581395
30.5 	233.6448598
31.0 	227.2727273
31.5 	233.6448598
32.0 	229.3577982
32.5 	225.2252252
33.0 	229.3577982
33.5 	225.2252252
34.0 	210.0840336
34.5 	223.2142857
35.0 	231.4814815
35.5 	240.3846154
36.0 	232.5581395
36.5 	246.9135802
37.0 	243.902439 
37.5 	246.9135802
38.0 	238.0952381
38.5 	240.9638554
39.0 	243.902439 
39.5 	253.164557 
40.0 	265.9574468
40.5 	271.7391304
41.0 	240.9638554
41.5 	250        
42.0 	274.7252747
42.5 	290.6976744
43.0 	294.1176471
43.5 	287.3563218
44.0 	294.1176471
44.5 	350.877193 
45.0 	377.3584906
45.5 	350.877193 
46.0 	357.1428571
46.5 	377.3584906
47.0 	273.9726027
47.5 	235.2941176
48.0 	235.2941176
48.5 	238.0952381
49.0 	243.902439 
49.5 	240.9638554
50.0 	215.0537634
50.5 	222.2222222
51.0 	219.7802198
51.5 	217.3913043
52.0 	219.7802198
52.5 	224.7191011
53.0 	219.7802198
53.5 	222.2222222
54.0 	227.2727273
54.5 	224.7191011
55.0 	232.5581395
55.5 	238.0952381
56.0 	246.9135802
56.5 	263.1578947
57.0 	259.7402597
57.5 	259.7402597
58.0 	266.6666667
58.5 	294.1176471
59.0 	322.5806452
59.5 	357.1428571
60.0 	377.3584906
60.5 	416.6666667
61.0 	425.5319149
61.5 	444.4444444
62.0 	454.5454545
62.5 	476.1904762
63.0 	487.804878 
63.5 	487.804878 
64.0 	487.804878 
64.5 	476.1904762
65.0 	487.804878 
65.5 	526.3157895
66.0 	540.5405405
66.5 	571.4285714
67.0 	645.1612903
67.5 	625        
68.0 	606.0606061
68.5 	625        
69.0 	588.2352941
69.5 	588.2352941
70.0 	588.2352941
70.5 	625        
71.0 	645.1612903
71.5 	666.6666667
72.0 	689.6551724
72.5 	800        
73.0 	869.5652174
73.5 	909.0909091
74.0 	833.3333333
74.5 	800        
75.0 	800        
75.5 	769.2307692
76.0 	740.7407407
76.5 	714.2857143
77.0 	714.2857143
77.5 	666.6666667
78.0 	645.1612903
78.5 	666.6666667
79.0 	689.6551724
79.5 	714.2857143
80.0 	714.2857143
80.5 	714.2857143
81.0 	645.1612903
81.5 	714.2857143
82.0 	740.7407407
82.5 	800        
83.0 	740.7407407
83.5 	769.2307692
84.0 	833.3333333
84.5 	800        
85.0 	800        
85.5 	769.2307692
86.0 	769.2307692
86.5 	833.3333333
87.0 	833.3333333
87.5 	800        
88.0 	740.7407407
88.5 	769.2307692
89.0 	869.5652174
89.5 	833.3333333
90.0 	833.3333333
90.5 	869.5652174
91.0 	869.5652174
91.5 	925.9259259
92.0 	925.9259259
92.5 	961.5384615
93.0 	961.5384615
93.5 	862.0689655
94.0 	952.3809524
94.5 	1000       
95.0 	961.5384615
